OnlineBackup,MonthlyCharges,PhoneService
No internet service,20.1,Yes
No internet service,24.3,Yes
No internet service,24.5,Yes
Yes,110.5,Yes
No internet service,25.25,Yes
No,74.25,Yes
No,90.1,Yes
No,68.75,Yes
No internet service,19.2,Yes
Yes,89.7,Yes
Yes,115.1,Yes
No,96.4,Yes
No,69.5,Yes
Yes,99.65,Yes
No,91.45,Yes
Yes,84.75,Yes
No,85.25,Yes
No,78.75,Yes
No internet service,20.25,Yes
No internet service,19.9,Yes
Yes,97.75,Yes
No internet service,19.4,Yes
No,83.3,Yes
No,80.1,Yes
No,62.7,Yes
No,100.4,Yes
No internet service,24.45,Yes
No,101.1,Yes
No,50.9,No
Yes,107.2,Yes
Yes,92.2,Yes
No internet service,25.3,Yes
Yes,113.4,Yes
No,40.55,No
No internet service,26.0,Yes
Yes,111.95,Yes
No,53.8,No
No,72.1,Yes
No,98.15,Yes
No,78.85,Yes
No,70.75,Yes
No,76.15,Yes
Yes,39.1,No
No,69.95,Yes
No internet service,20.05,Yes
No internet service,20.05,Yes
No internet service,19.45,Yes
No internet service,26.9,Yes
No internet service,19.2,Yes
No,50.0,Yes
No,60.0,Yes
No,84.55,Yes
No,45.45,Yes
No internet service,20.05,Yes
Yes,115.55,Yes
Yes,93.7,Yes
Yes,99.0,Yes
No,50.55,No
Yes,105.95,Yes
No,82.0,Yes
No internet service,25.0,Yes
Yes,91.55,Yes
Yes,95.75,Yes
No internet service,19.35,Yes
No internet service,24.85,Yes
No,94.05,Yes
No,100.4,Yes
No internet service,25.0,Yes
No,54.75,Yes
No,95.65,Yes
No internet service,19.25,Yes
Yes,108.25,Yes
No,94.6,Yes
No,98.9,Yes
No internet service,20.15,Yes
No,101.3,Yes
No internet service,20.0,Yes
Yes,105.3,Yes
No,69.85,Yes
Yes,65.25,Yes
No internet service,19.8,Yes
No internet service,19.6,Yes
No internet service,20.05,Yes
No,49.4,Yes
No,76.05,Yes
Yes,88.4,Yes
Yes,100.6,Yes
No internet service,19.45,Yes
No internet service,20.3,Yes
Yes,107.65,Yes
No,80.45,Yes
Yes,58.85,Yes
Yes,109.6,Yes
No,75.15,Yes
Yes,73.0,Yes
No,70.1,Yes
Yes,98.65,Yes
Yes,111.45,Yes
Yes,114.9,Yes
No,100.55,Yes
No internet service,20.4,Yes
Yes,104.35,Yes
No,69.75,Yes
No,34.5,No
Yes,105.55,Yes
No,30.1,No
No,70.3,Yes
Yes,80.45,Yes
Yes,80.2,Yes
No,94.35,Yes
Yes,91.35,Yes
No,44.6,Yes
No internet service,19.6,Yes
No internet service,19.9,Yes
Yes,110.45,Yes
No,68.35,Yes
Yes,79.1,Yes
No,51.0,Yes
No,80.55,Yes
Yes,66.7,Yes
Yes,86.4,Yes
Yes,50.05,No
No internet service,25.7,Yes
Yes,83.4,Yes
No,70.7,Yes
No,84.65,Yes
No,99.25,Yes
Yes,64.75,Yes
Yes,100.15,Yes
No,84.8,Yes
No internet service,25.25,Yes
Yes,113.0,Yes
No,40.65,No
Yes,105.0,Yes
No,54.45,Yes
Yes,94.95,Yes
Yes,59.9,Yes
No,85.3,Yes
No,83.35,Yes
Yes,33.5,No
No internet service,19.8,Yes
Yes,81.8,Yes
No internet service,20.0,Yes
No,59.6,Yes
No internet service,25.0,Yes
No,84.35,Yes
No,90.35,Yes
No,55.55,Yes
No,75.35,Yes
No,90.75,Yes
Yes,89.6,Yes
No,59.3,Yes
No,66.1,Yes
No internet service,18.8,Yes
No,86.45,Yes
No,52.1,Yes
Yes,47.4,No
No,49.25,No
Yes,109.15,Yes
Yes,94.95,Yes
Yes,93.55,Yes
Yes,79.5,Yes
Yes,115.05,Yes
No internet service,19.75,Yes
Yes,95.15,Yes
No,95.15,Yes
Yes,105.4,Yes
No internet service,20.1,Yes
No,101.35,Yes
No internet service,20.05,Yes
No internet service,20.7,Yes
No internet service,20.35,Yes
No,70.05,Yes
No internet service,19.7,Yes
No,74.65,Yes
Yes,85.45,Yes
No,40.4,No
No,50.4,Yes
No,79.65,Yes
Yes,105.2,Yes
Yes,100.65,Yes
No,79.85,Yes
No,91.0,Yes
Yes,78.75,Yes
Yes,116.75,Yes
No,80.45,Yes
No,59.1,Yes
No,49.8,Yes
No internet service,19.3,Yes
No internet service,19.65,Yes
Yes,81.4,Yes
No,38.9,No
Yes,87.95,Yes
No internet service,19.85,Yes
Yes,96.35,Yes
No,24.15,No
No internet service,19.1,Yes
No,44.0,Yes
No,50.1,Yes
No,60.6,Yes
No internet service,25.65,Yes
No,76.4,Yes
No,98.7,Yes
No,100.8,Yes
Yes,53.95,No
No internet service,20.4,Yes
No,90.1,Yes
No,29.35,No
No internet service,20.45,Yes
No,95.1,Yes
No internet service,25.25,Yes
No,44.9,Yes
Yes,92.65,Yes
Yes,43.7,No
No,72.6,Yes
No,51.55,Yes
No,79.25,Yes
No internet service,18.95,Yes
No internet service,20.5,Yes
No internet service,19.95,Yes
No,24.5,No
No internet service,20.6,Yes
No,94.85,Yes
Yes,61.05,No
No,85.7,Yes
Yes,106.65,Yes
Yes,108.25,Yes
No internet service,20.4,Yes
No,55.3,Yes
No internet service,20.25,Yes
No,72.95,Yes
Yes,89.45,Yes
No,104.65,Yes
No,75.2,Yes
No,101.15,Yes
No,44.4,Yes
No,89.5,Yes
Yes,68.75,Yes
Yes,111.05,Yes
No,99.0,Yes
No,86.05,Yes
No internet service,21.0,Yes
No internet service,19.4,Yes
No,44.55,No
No,77.2,Yes
No internet service,19.45,Yes
No,24.85,No
No,35.4,No
No,95.65,Yes
No,41.35,No
No internet service,19.6,Yes
No internet service,20.95,Yes
No,84.45,Yes
No internet service,20.25,Yes
No internet service,19.65,Yes
No internet service,20.65,Yes
No,34.7,No
No,99.3,Yes
Yes,81.05,Yes
Yes,67.6,Yes
No,70.15,Yes
Yes,115.0,Yes
No,84.8,Yes
No internet service,19.7,Yes
No internet service,19.75,Yes
No,92.55,Yes
No,63.15,Yes
Yes,74.0,Yes
No,29.1,No
No,50.05,Yes
No,60.05,Yes
Yes,74.3,Yes
No internet service,20.0,Yes
Yes,74.65,Yes
No,85.35,Yes
Yes,74.3,Yes
Yes,44.4,No
No,85.4,Yes
Yes,94.1,Yes
No,98.1,Yes
Yes,108.9,Yes
Yes,56.2,Yes
No internet service,26.1,Yes
Yes,85.45,Yes
No,88.95,Yes
Yes,109.65,Yes
No,74.35,Yes
Yes,48.85,Yes
No,80.1,Yes
Yes,56.05,Yes
No,74.55,Yes
No,89.8,Yes
No,100.95,Yes
No,94.9,Yes
No internet service,19.1,Yes
No internet service,20.35,Yes
Yes,106.05,Yes
No,104.9,Yes
No internet service,19.65,Yes
No,24.1,No
Yes,59.85,Yes
Yes,86.1,Yes
No internet service,19.45,Yes
No,97.1,Yes
Yes,36.65,No
No,103.9,Yes
No internet service,19.75,Yes
Yes,104.05,Yes
No internet service,24.55,Yes
Yes,48.7,No
No,88.35,Yes
Yes,109.55,Yes
No internet service,20.65,Yes
No,94.65,Yes
Yes,55.2,Yes
No internet service,24.05,Yes
No,74.4,Yes
Yes,79.9,Yes
No internet service,20.45,Yes
No internet service,19.25,Yes
No internet service,26.35,Yes
No,43.8,Yes
Yes,50.15,Yes
No internet service,20.45,Yes
No,69.7,Yes
Yes,61.4,Yes
Yes,98.1,Yes
Yes,70.75,Yes
Yes,61.15,Yes
No internet service,20.25,Yes
Yes,63.85,Yes
Yes,98.7,Yes
No internet service,20.5,Yes
No internet service,20.0,Yes
No internet service,19.3,Yes
Yes,84.4,Yes
No,25.1,No
No,48.25,No
No internet service,19.85,Yes
No,99.6,Yes
Yes,94.2,Yes
No,62.15,Yes
Yes,79.3,Yes
No,56.25,Yes
No internet service,20.3,Yes
No,99.0,Yes
Yes,90.6,Yes
Yes,85.9,Yes
No,79.2,Yes
No,70.35,Yes
No internet service,19.35,Yes
No,50.15,Yes
Yes,63.8,Yes
No internet service,20.55,Yes
Yes,88.55,Yes
No,101.4,Yes
No,81.95,Yes
No,69.35,Yes
No,44.6,Yes
Yes,63.75,Yes
Yes,109.25,Yes
Yes,84.6,Yes
No internet service,20.45,Yes
Yes,85.75,Yes
No,91.1,Yes
No,107.95,Yes
No,86.1,Yes
No internet service,22.95,Yes
No,94.7,Yes
No internet service,19.45,Yes
No,85.1,Yes
No internet service,19.7,Yes
Yes,99.15,Yes
No,87.0,Yes
Yes,102.95,Yes
No,79.95,Yes
No,64.0,Yes
No,64.9,Yes
No internet service,25.75,Yes
Yes,90.15,Yes
Yes,116.1,Yes
No,104.95,Yes
No,45.05,Yes
No,71.0,Yes
Yes,50.0,No
No,70.55,Yes
No,79.7,Yes
No internet service,20.45,Yes
Yes,59.0,Yes
No,60.35,Yes
No internet service,19.85,Yes
No internet service,19.95,Yes
No internet service,26.45,Yes
Yes,63.4,No
Yes,53.95,No
No,69.25,Yes
Yes,95.1,Yes
No,74.1,Yes
Yes,35.5,No
No,70.95,Yes
No,79.2,Yes
No,48.8,Yes
No,89.0,Yes
No,99.4,Yes
Yes,55.45,Yes
No internet service,25.4,Yes
No,73.5,Yes
Yes,93.5,Yes
Yes,63.9,No
No,64.85,Yes
Yes,63.8,No
No,44.45,No
No internet service,19.95,Yes
Yes,43.35,No
Yes,49.65,No
Yes,85.1,Yes
No,95.5,Yes
No,92.35,Yes
No,89.8,Yes
Yes,74.55,Yes
No,103.05,Yes
Yes,116.0,Yes
No,69.9,Yes
Yes,95.1,Yes
Yes,40.25,No
No internet service,25.75,Yes
Yes,105.35,Yes
Yes,113.6,Yes
No internet service,24.0,Yes
No internet service,19.4,Yes
Yes,86.1,Yes
Yes,102.65,Yes
Yes,92.85,Yes
Yes,97.75,Yes
Yes,83.8,Yes
Yes,54.45,No
Yes,97.95,Yes
No internet service,19.95,Yes
No internet service,24.6,Yes
Yes,50.95,No
No,75.6,Yes
No,80.75,Yes
Yes,90.4,Yes
No,99.8,Yes
No,60.25,Yes
No internet service,20.2,Yes
No,64.15,Yes
No internet service,20.25,Yes
Yes,105.85,Yes
No,75.45,Yes
No,93.85,Yes
Yes,99.0,Yes
Yes,80.3,Yes
No internet service,19.55,Yes
Yes,100.75,Yes
No,100.75,Yes
Yes,53.75,Yes
No,31.0,No
No internet service,25.6,Yes
No,58.35,Yes
No,80.0,Yes
No,46.35,No
Yes,113.75,Yes
Yes,90.4,Yes
No,109.3,Yes
No,70.25,Yes
Yes,90.3,Yes
Yes,65.25,No
Yes,100.15,Yes
Yes,94.5,Yes
No,60.65,Yes
No internet service,24.1,Yes
No internet service,19.5,Yes
Yes,85.95,Yes
No,53.5,Yes
No internet service,25.45,Yes
No internet service,20.5,Yes
No internet service,20.85,Yes
Yes,89.9,Yes
No internet service,26.0,Yes
Yes,113.2,Yes
No,69.05,Yes
No internet service,20.1,Yes
Yes,109.65,Yes
No internet service,19.2,Yes
No,33.9,No
No,90.0,Yes
Yes,34.0,No
No internet service,20.4,Yes
Yes,38.6,No
No,25.25,No
No,60.6,Yes
Yes,89.95,Yes
Yes,74.75,Yes
No internet service,20.6,Yes
No,84.45,Yes
No internet service,20.4,Yes
No,81.7,Yes
No,79.5,Yes
No,89.15,Yes
No internet service,20.3,Yes
No,74.95,Yes
Yes,74.4,Yes
No internet service,20.0,Yes
No internet service,25.0,Yes
No,80.45,Yes
No internet service,19.75,Yes
Yes,65.65,Yes
No,71.0,Yes
No,89.2,Yes
Yes,86.75,Yes
No,55.3,Yes
Yes,61.5,Yes
No internet service,25.1,Yes
Yes,55.15,Yes
No,34.05,No
No internet service,19.95,Yes
No internet service,19.95,Yes
Yes,89.7,Yes
No internet service,20.4,Yes
No internet service,26.3,Yes
No,84.95,Yes
No internet service,20.7,Yes
Yes,43.25,No
No,48.35,Yes
No,79.55,Yes
No,71.05,Yes
No internet service,19.45,Yes
Yes,110.8,Yes
No,84.5,Yes
No,69.3,Yes
No,49.35,No
No internet service,20.35,Yes
Yes,105.6,Yes
Yes,64.45,No
Yes,108.6,Yes
Yes,49.9,Yes
Yes,30.3,No
No,30.4,No
No,45.4,Yes
Yes,65.65,Yes
No,103.3,Yes
Yes,84.15,Yes
No,44.45,Yes
No internet service,19.75,Yes
No,85.4,Yes
Yes,89.9,Yes
No,55.05,Yes
No,104.1,Yes
Yes,106.6,Yes
No,75.2,Yes
No,70.5,Yes
No internet service,19.6,Yes
No,55.85,Yes
No internet service,24.05,Yes
No,38.1,No
Yes,106.4,Yes
No,34.25,No
No,100.05,Yes
No,68.65,Yes
No,45.8,Yes
No,75.75,Yes
Yes,84.4,Yes
Yes,96.4,Yes
No internet service,20.55,Yes
Yes,50.95,No
Yes,90.5,Yes
Yes,79.4,Yes
Yes,58.75,No
Yes,59.45,Yes
Yes,105.7,Yes
Yes,56.25,Yes
No,53.3,Yes
No,85.55,Yes
Yes,68.65,Yes
No,24.3,No
No,77.85,Yes
No,59.9,Yes
No internet service,23.95,Yes
No internet service,20.15,Yes
Yes,105.35,Yes
No,95.65,Yes
No,87.05,Yes
No,81.0,Yes
Yes,82.45,Yes
No,53.5,Yes
No internet service,20.5,Yes
No,25.1,No
Yes,54.4,Yes
Yes,58.6,Yes
No,84.8,Yes
Yes,61.4,No
No internet service,20.4,Yes
Yes,79.65,Yes
No internet service,20.15,Yes
Yes,94.45,Yes
No,79.8,Yes
No,54.2,Yes
No internet service,19.45,Yes
No,74.05,Yes
No,49.15,Yes
No internet service,19.4,Yes
Yes,113.65,Yes
Yes,106.0,Yes
No internet service,25.95,Yes
No internet service,19.1,Yes
Yes,103.4,Yes
Yes,100.55,Yes
No,95.4,Yes
No,75.15,Yes
Yes,84.45,Yes
Yes,89.15,Yes
Yes,107.9,Yes
No internet service,19.5,Yes
No,85.95,Yes
No internet service,24.95,Yes
No,59.4,Yes
No internet service,19.5,Yes
No,69.95,Yes
Yes,82.85,Yes
No internet service,19.0,Yes
Yes,38.85,No
Yes,30.6,No
No internet service,20.35,Yes
Yes,95.0,Yes
No,74.4,Yes
Yes,78.45,Yes
No,74.3,Yes
Yes,51.05,No
No internet service,19.2,Yes
No,99.55,Yes
No,70.0,Yes
Yes,109.1,Yes
No,45.3,Yes
No,29.85,No
No,76.45,Yes
Yes,95.1,Yes
No internet service,19.8,Yes
Yes,72.8,Yes
No internet service,18.95,Yes
Yes,76.65,Yes
Yes,99.15,Yes
No,101.75,Yes
No,75.45,Yes
No,64.1,Yes
No,25.65,No
No,75.1,Yes
No,95.85,Yes
No,54.4,Yes
Yes,72.75,Yes
No internet service,19.85,Yes
No internet service,19.05,Yes
No,44.95,Yes
No,49.55,Yes
No,94.85,Yes
Yes,46.25,No
No internet service,19.35,Yes
No,69.6,Yes
Yes,90.7,Yes
Yes,101.4,Yes
No internet service,20.25,Yes
No,48.8,Yes
Yes,74.35,Yes
No internet service,19.35,Yes
Yes,68.75,Yes
Yes,100.2,Yes
No internet service,20.85,Yes
Yes,95.9,Yes
No internet service,19.35,Yes
No,45.0,No
No,81.5,Yes
No internet service,25.5,Yes
No,48.9,No
No,84.1,Yes
No internet service,19.6,Yes
No internet service,20.0,Yes
Yes,81.3,Yes
No,95.2,Yes
No,36.45,No
Yes,83.3,Yes
No,25.05,No
No internet service,20.3,Yes
Yes,89.85,Yes
No,49.85,Yes
No internet service,19.8,Yes
No,54.65,No
Yes,29.35,No
No internet service,19.15,Yes
No internet service,19.1,Yes
Yes,55.55,No
Yes,80.55,Yes
No internet service,20.25,Yes
Yes,69.5,Yes
Yes,106.0,Yes
No internet service,25.5,Yes
Yes,104.3,Yes
Yes,79.6,Yes
No,55.25,Yes
Yes,88.05,Yes
No internet service,20.4,Yes
Yes,117.6,Yes
No internet service,20.0,Yes
No internet service,19.65,Yes
Yes,70.55,Yes
No,93.85,Yes
No,65.8,Yes
No internet service,20.05,Yes
Yes,80.0,Yes
No,35.4,No
Yes,79.6,Yes
Yes,80.25,Yes
No,50.45,Yes
No internet service,20.45,Yes
Yes,79.6,Yes
No internet service,24.7,Yes
No,77.3,Yes
No,29.75,No
No,44.9,Yes
Yes,29.8,No
No,74.65,Yes
No,71.95,Yes
No internet service,20.75,Yes
No,56.3,Yes
Yes,105.25,Yes
No,94.2,Yes
No internet service,19.55,Yes
Yes,84.45,Yes
Yes,53.65,Yes
No,29.9,No
No internet service,19.7,Yes
Yes,43.7,No
Yes,55.3,Yes
No internet service,19.85,Yes
No internet service,19.65,Yes
No,49.45,Yes
Yes,106.55,Yes
No internet service,20.1,Yes
No internet service,20.45,Yes
Yes,39.7,No
No,54.5,Yes
Yes,83.8,Yes
No,55.15,Yes
Yes,111.6,Yes
No,86.65,Yes
Yes,55.55,Yes
No internet service,20.55,Yes
Yes,106.75,Yes
No,62.1,Yes
No,104.5,Yes
Yes,101.8,Yes
Yes,110.6,Yes
Yes,84.9,Yes
Yes,93.2,Yes
No,24.4,No
No,70.55,Yes
Yes,78.45,Yes
Yes,85.0,Yes
No,87.45,Yes
Yes,85.8,Yes
No,91.1,Yes
No,70.75,Yes
No internet service,20.1,Yes
No internet service,20.05,Yes
No,74.8,Yes
No internet service,24.8,Yes
No,100.85,Yes
Yes,101.35,Yes
No,81.7,Yes
No,68.25,Yes
Yes,105.1,Yes
No internet service,20.4,Yes
No,79.15,Yes
No internet service,20.0,Yes
Yes,79.4,Yes
No,57.2,Yes
Yes,58.6,Yes
Yes,94.8,Yes
Yes,102.5,Yes
No internet service,20.35,Yes
No,84.9,Yes
Yes,69.2,Yes
No,95.45,Yes
No,100.95,Yes
No internet service,20.85,Yes
Yes,88.5,Yes
No,35.0,No
No,55.15,Yes
Yes,50.95,No
Yes,64.0,Yes
No,69.1,Yes
Yes,80.2,Yes
No,49.3,Yes
No,84.35,Yes
No internet service,20.05,Yes
Yes,117.2,Yes
No internet service,20.1,Yes
No,69.6,Yes
Yes,103.45,Yes
Yes,77.95,Yes
Yes,109.95,Yes
No,94.75,Yes
Yes,80.0,Yes
Yes,79.65,Yes
No internet service,25.2,Yes
No internet service,19.9,Yes
No,78.45,Yes
Yes,44.8,No
No internet service,20.3,Yes
No internet service,19.2,Yes
Yes,80.05,Yes
Yes,107.35,Yes
Yes,47.85,No
Yes,70.8,Yes
No,29.5,No
No,70.75,Yes
No,59.1,Yes
No internet service,25.55,Yes
No,84.45,Yes
No internet service,20.25,Yes
No,75.55,Yes
No,85.65,Yes
Yes,70.15,Yes
Yes,95.3,Yes
No,70.25,Yes
No,50.3,Yes
No,97.8,Yes
No internet service,19.85,Yes
No,46.3,Yes
No internet service,19.35,Yes
Yes,106.3,Yes
No internet service,25.0,Yes
No internet service,20.3,Yes
No,75.35,Yes
No,89.4,Yes
Yes,88.0,Yes
No,83.15,Yes
No,43.8,Yes
Yes,62.05,No
No internet service,20.1,Yes
No,74.15,Yes
Yes,101.35,Yes
No,84.05,Yes
No internet service,20.9,Yes
Yes,105.9,Yes
No,99.5,Yes
No,44.15,Yes
Yes,53.9,Yes
No,85.45,Yes
Yes,85.05,Yes
No,44.1,No
Yes,90.2,Yes
No,50.85,Yes
No,59.2,Yes
No,53.45,Yes
No internet service,19.95,Yes
No,83.2,Yes
Yes,74.65,Yes
Yes,54.9,Yes
Yes,57.5,No
No,103.9,Yes
No internet service,19.65,Yes
No,93.8,Yes
Yes,89.25,Yes
Yes,94.15,Yes
No,55.6,Yes
Yes,48.7,No
No internet service,19.25,Yes
Yes,104.9,Yes
No,75.45,Yes
Yes,54.85,Yes
No internet service,19.9,Yes
No internet service,19.4,Yes
No internet service,25.05,Yes
Yes,84.45,Yes
No internet service,19.3,Yes
No,95.1,Yes
No,79.85,Yes
No internet service,25.55,Yes
No,75.5,Yes
No,73.75,Yes
No,96.05,Yes
No,68.4,Yes
No internet service,20.65,Yes
No,55.15,Yes
No,70.6,Yes
No internet service,19.95,Yes
No internet service,19.0,Yes
No,44.1,Yes
No,107.6,Yes
Yes,61.55,Yes
Yes,90.7,Yes
Yes,99.25,Yes
Yes,91.7,Yes
Yes,100.7,Yes
No,78.45,Yes
No,84.3,Yes
No internet service,19.55,Yes
Yes,88.95,Yes
No internet service,20.45,Yes
Yes,55.6,Yes
No,86.8,Yes
No internet service,20.95,Yes
No internet service,20.05,Yes
Yes,50.7,Yes
Yes,113.65,Yes
No,53.4,Yes
Yes,101.9,Yes
Yes,59.5,Yes
No,87.8,Yes
No,41.9,No
No,83.0,Yes
No,69.85,Yes
Yes,56.3,Yes
Yes,109.55,Yes
Yes,92.15,Yes
Yes,69.5,Yes
Yes,97.0,Yes
No,58.35,No
No,50.6,Yes
No,89.5,Yes
No,70.4,Yes
No,69.8,Yes
No,94.3,Yes
No,93.8,Yes
No internet service,19.55,Yes
Yes,95.95,Yes
No,101.05,Yes
Yes,94.8,Yes
Yes,107.75,Yes
No,54.6,Yes
No,71.3,Yes
No internet service,19.5,Yes
Yes,56.3,Yes
No,94.7,Yes
Yes,104.15,Yes
Yes,90.55,Yes
Yes,60.8,Yes
No,98.8,Yes
Yes,98.15,Yes
No,35.35,No
Yes,103.15,Yes
Yes,107.75,Yes
Yes,81.4,Yes
No,61.45,Yes
Yes,95.7,Yes
Yes,104.8,Yes
No,70.95,Yes
No,44.95,Yes
No,97.65,Yes
Yes,35.65,No
No,90.55,Yes
No,85.25,Yes
No internet service,19.5,Yes
No,88.8,Yes
No internet service,25.1,Yes
No,100.05,Yes
Yes,55.7,Yes
No,85.2,Yes
No,91.15,Yes
Yes,83.85,Yes
No,45.9,Yes
No internet service,25.1,Yes
No,91.4,Yes
No internet service,19.7,Yes
No,91.5,Yes
No,51.3,Yes
No internet service,21.1,Yes
Yes,104.75,Yes
No,106.15,Yes
Yes,85.75,Yes
No internet service,20.3,Yes
No,100.75,Yes
No,74.15,Yes
No,78.55,Yes
No,45.3,Yes
No internet service,19.85,Yes
No,50.7,Yes
No,45.0,Yes
Yes,77.8,Yes
No,83.45,Yes
No,73.25,Yes
Yes,94.8,Yes
No internet service,20.1,Yes
No,59.9,Yes
Yes,90.1,Yes
No,51.05,Yes
Yes,70.95,Yes
Yes,29.2,No
No,46.6,Yes
No,85.35,Yes
No,75.35,Yes
No,74.3,Yes
No,69.3,Yes
No,75.2,Yes
No internet service,20.9,Yes
Yes,94.3,Yes
No,76.45,Yes
No,54.0,No
Yes,104.25,Yes
No internet service,19.95,Yes
No,24.95,No
No,84.75,Yes
No internet service,19.75,Yes
Yes,113.65,Yes
No,44.9,Yes
No,75.25,Yes
No internet service,24.6,Yes
No internet service,25.0,Yes
No internet service,20.95,Yes
No,110.6,Yes
Yes,55.5,Yes
No,43.3,Yes
Yes,109.5,Yes
No internet service,19.45,Yes
No,84.85,Yes
No internet service,19.6,Yes
Yes,53.45,Yes
No internet service,19.8,Yes
Yes,112.1,Yes
No,84.8,Yes
Yes,95.05,Yes
No,50.35,Yes
No,74.6,Yes
No internet service,19.7,Yes
No,74.2,Yes
No,69.0,Yes
No internet service,19.35,Yes
No,59.45,Yes
No internet service,19.8,Yes
Yes,105.2,Yes
Yes,109.2,Yes
Yes,79.15,Yes
Yes,53.65,Yes
Yes,100.2,Yes
No,45.15,Yes
Yes,108.65,Yes
No,40.65,No
Yes,55.35,No
Yes,105.6,Yes
Yes,93.8,Yes
No,95.7,Yes
No,83.2,Yes
Yes,90.05,Yes
No,97.65,Yes
Yes,68.05,Yes
No,96.2,Yes
No,79.6,Yes
Yes,102.1,Yes
No internet service,23.4,Yes
No,71.05,Yes
No,85.25,Yes
No internet service,19.45,Yes
Yes,59.45,No
No,92.2,Yes
No internet service,19.85,Yes
No,43.9,Yes
No,80.5,Yes
Yes,89.8,Yes
No,90.5,Yes
Yes,90.45,Yes
Yes,50.75,Yes
Yes,84.6,Yes
Yes,89.65,Yes
Yes,99.15,Yes
No internet service,19.95,Yes
No internet service,20.5,Yes
No,62.1,Yes
No,79.5,Yes
No internet service,19.55,Yes
No internet service,20.35,Yes
No,51.7,No
No internet service,23.3,Yes
Yes,65.4,Yes
Yes,65.1,Yes
No,81.2,Yes
No,72.9,Yes
Yes,74.5,Yes
No,80.5,Yes
Yes,60.3,No
No,75.0,Yes
No,90.15,Yes
No,40.0,No
Yes,99.45,Yes
Yes,69.05,Yes
No,59.7,Yes
No internet service,19.85,Yes
Yes,86.25,Yes
No,45.65,Yes
No,70.1,Yes
Yes,40.75,No
No,70.2,Yes
Yes,55.35,Yes
No,95.7,Yes
No,46.3,Yes
Yes,81.3,Yes
Yes,84.2,Yes
No internet service,20.0,Yes
Yes,66.15,Yes
No,45.85,Yes
No internet service,19.6,Yes
Yes,49.8,Yes
No,101.75,Yes
No,55.15,Yes
No,75.25,Yes
Yes,103.95,Yes
No,100.15,Yes
Yes,99.65,Yes
No,73.7,Yes
No,50.05,No
No,60.25,No
Yes,105.75,Yes
Yes,87.3,Yes
No,48.35,No
Yes,54.25,Yes
Yes,85.3,Yes
Yes,50.0,No
No,24.4,No
Yes,90.95,Yes
No,72.25,Yes
Yes,96.1,Yes
No internet service,19.85,Yes
Yes,55.3,Yes
No internet service,20.1,Yes
No,69.5,Yes
No internet service,25.15,Yes
No internet service,20.95,Yes
No,49.55,Yes
No,79.65,Yes
No,71.25,Yes
Yes,113.8,Yes
No internet service,24.55,Yes
No internet service,19.7,Yes
No internet service,20.25,Yes
Yes,50.15,Yes
No,100.5,Yes
Yes,95.9,Yes
No,74.45,Yes
Yes,104.1,Yes
No internet service,19.05,Yes
No internet service,25.0,Yes
No internet service,19.05,Yes
No,81.9,Yes
No,69.7,Yes
No,90.15,Yes
No internet service,25.35,Yes
No internet service,24.65,Yes
No internet service,19.55,Yes
No,25.25,No
Yes,60.0,No
Yes,89.9,Yes
No internet service,19.4,Yes
Yes,49.8,Yes
No internet service,24.1,Yes
No,54.25,Yes
Yes,109.9,Yes
No,35.5,No
No,87.55,Yes
No,45.15,Yes
No,88.4,Yes
No,50.8,Yes
Yes,99.0,Yes
No,84.4,Yes
No,96.55,Yes
No,59.75,Yes
Yes,111.5,Yes
No internet service,24.25,Yes
No,75.1,Yes
No,70.15,Yes
Yes,101.75,Yes
No,45.8,Yes
No internet service,20.5,Yes
Yes,70.4,Yes
No,30.55,No
Yes,84.9,Yes
No internet service,20.1,Yes
No,40.65,No
No,101.0,Yes
No,69.1,Yes
No,54.5,Yes
No,75.35,Yes
No,44.45,No
No,75.0,Yes
Yes,100.0,Yes
No,98.05,Yes
No,71.15,Yes
Yes,54.15,No
Yes,63.9,Yes
Yes,69.15,Yes
No,64.65,Yes
No,108.75,Yes
Yes,98.85,Yes
No,49.15,Yes
No,89.6,Yes
Yes,83.25,Yes
Yes,70.25,Yes
No internet service,19.4,Yes
No internet service,24.5,Yes
No,79.15,Yes
No internet service,20.1,Yes
Yes,73.0,Yes
No,61.4,Yes
No,84.3,Yes
No internet service,19.9,Yes
No internet service,20.4,Yes
No,50.75,Yes
No internet service,20.45,Yes
Yes,75.75,Yes
No,65.4,Yes
No,80.4,Yes
Yes,59.75,Yes
No,78.5,Yes
Yes,102.0,Yes
No,48.95,Yes
No,99.65,Yes
No internet service,18.25,Yes
No,54.55,Yes
No internet service,20.65,Yes
Yes,40.65,No
No internet service,20.45,Yes
No internet service,24.8,Yes
No,70.8,Yes
No,89.05,Yes
No,96.6,Yes
Yes,88.8,Yes
No internet service,20.05,Yes
Yes,104.5,Yes
No,69.8,Yes
No,77.15,Yes
No,35.05,No
Yes,108.1,Yes
No,84.05,Yes
No internet service,20.2,Yes
No,50.6,Yes
No,49.2,No
No internet service,24.6,Yes
No,71.65,Yes
Yes,104.9,Yes
Yes,106.5,Yes
No,49.35,Yes
Yes,75.5,Yes
Yes,94.25,Yes
No,68.95,Yes
Yes,58.5,Yes
Yes,78.9,Yes
No,93.85,Yes
No,79.2,Yes
No,109.45,Yes
No,59.2,Yes
No,29.15,No
No internet service,20.05,Yes
No,76.05,Yes
